g 1 0 -1.5155
g 1 1 -0.60564
h 1 1 -0.26751
g 2 0 -0.15374
g 2 1 0.70921
h 2 1 0.06849
g 2 2 1.19916
h 2 2 1.13444
g 3 0 0.83958
g 3 1 -0.82935
h 3 1 0.29819
g 3 2 -0.99586
h 3 2 -0.92189
g 3 3 -0.93899
h 3 3 -0.38288
g 4 0 -1.02799
g 4 1 -0.92497
h 4 1 -1.46565
g 4 2 0.08424
h 4 2 -0.93302
g 4 3 2.22136
h 4 3 0.27265
g 4 4 0.47529
h 4 4 0.58741
g 5 0 0.64218
g 5 1 0.32097
h 5 1 1.81621
g 5 2 0.44752
h 5 2 0.98584
g 5 3 -0.36357
h 5 3 -1.21071
g 5 4 0.41367
h 5 4 -1.14333
g 5 5 0.55534
h 5 5 -1.04763
g 6 0 -1.06227
g 6 1 -0.2204
h 6 1 -0.75425
g 6 2 -0.09208
h 6 2 0.0469
g 6 3 -1.76409
h 6 3 0.03553
g 6 4 0.45798
h 6 4 0.74994
g 6 5 0.35756
h 6 5 1.30901
g 6 6 -0.96139
h 6 6 0.22895
g 7 0 0.96538
g 7 1 1.23446
h 7 1 -0.52618
g 7 2 -0.74965
h 7 2 0.50458
g 7 3 0.46143
h 7 3 0.68283
g 7 4 0.15813
h 7 4 -0.27157
g 7 5 0.55421
h 7 5 0.21041
g 7 6 1.07348
h 7 6 -0.26751
g 7 7 1.41776
h 7 7 -0.64529
g 8 0 -0.76442
g 8 1 -3.25832
h 8 1 -0.33244
g 8 2 0.78112
h 8 2 -1.95798
g 8 3 1.36215
h 8 3 -1.08109
g 8 4 -0.80495
h 8 4 -0.77559
g 8 5 -0.98059
h 8 5 -0.38829
g 8 6 -1.04749
h 8 6 1.96278
g 8 7 -2.06498
h 8 7 1.11803
g 8 8 -0.86578
h 8 8 -0.3063
g 9 0 -0.94414
g 9 1 3.15645
h 9 1 0.89431
g 9 2 1.54292
h 9 2 1.76589
g 9 3 -1.66451
h 9 3 0.85997
g 9 4 -0.30795
h 9 4 0.24306
g 9 5 0.68555
h 9 5 -0.15646
g 9 6 0.57788
h 9 6 -0.33576
g 9 7 0.50422
h 9 7 -0.85287
g 9 8 0.5573
h 9 8 0.27315
g 9 9 1.59523
h 9 9 -1.01895
g 10 0 2.5935
g 10 1 -0.49887
h 10 1 -0.31029
g 10 2 -4.00854
h 10 2 -0.73417
g 10 3 -0.65887
h 10 3 -1.2369
