g	17	3	-4.08153701920402
h	17	3	-2.06489829268921
g	17	4	-1.00537189002108
h	17	4	0.592074165126553
g	17	5	1.70754611032468
h	17	5	-0.467936438235804
g	17	6	2.56028256744644
h	17	6	-2.17712666687426
g	17	7	-0.275993503471358
h	17	7	-1.48948913061235
g	17	8	-0.347440551165411
h	17	8	1.55367622681954
g	17	9	-0.444859732781665
h	17	9	1.46641253942255
g	17	10	-0.397061246804120
h	17	10	2.30110400868561
g	17	11	-0.864506812955704
h	17	11	1.44955622577413
g	17	12	-0.181682517985293
h	17	12	-0.837487989255764
g	17	13	-0.476451893031597
h	17	13	-0.700473237035935
g	17	14	2.26688231469519
h	17	14	0.493429727615604
g	17	15	1.29198781840157
h	17	15	-0.386082534437964
g	17	16	1.37605181109893
h	17	16	1.24970261768167
g	17	17	1.32215688391030
h	17	17	0.777929670066927
g	18	0	3.22503811186191
g	18	1	-5.77964242261831
h	18	1	-2.64854350401486
g	18	2	-4.03662294198914
h	18	2	0.577694976904082
g	18	3	1.55124343357356
h	18	3	1.41252317913625
g	18	4	2.69992024111958
h	18	4	1.29472247304310
g	18	5	-0.0163220160631648
h	18	5	0.134309077940207
g	18	6	-1.72841376068537
h	18	6	0.632400382158641
g	18	7	1.06752213986792
h	18	7	2.74450210969811
g	18	8	-0.188051516285003
h	18	8	0.766931698125783
g	18	9	0.542436817324280
h	18	9	-0.349386880029630
g	18	10	0.899422901080143
h	18	10	-1.34617495147202
g	18	11	1.68758740478618
h	18	11	-0.798916003434598
g	18	12	1.89343113583807
h	18	12	-0.784582638667544
g	18	13	0.706148544036537
h	18	13	0.996232756390671
g	18	14	-0.255010393267374
h	18	14	0.912931014243262
g	18	15	-0.580916305317207
h	18	15	0.768491781388466
g	18	16	-0.278312511912360
h	18	16	0.327688432466961
g	18	17	0.255950419972816
h	18	17	-0.763489901503425
g	18	18	-0.872628653271556
h	18	18	-1.51675205808085
g	19	0	-2.45330767313345
g	19	1	0.406760234377298
h	19	1	-0.0221808674769254
g	19	2	6.03515609622243
h	19	2	-0.872119540112325
g	19	3	0.871099901283950
h	19	3	0.569810001425305
g	19	4	-2.93996352720511
h	19	4	-1.63701037232003
g	19	5	-2.12692969692510
h	19	5	0.346719653680838
g	19	6	0.390463405240627
h	19	6	0.279520582152382
g	19	7	1.74143567524822
h	19	7	-2.62650961997670
g	19	8	0.326343733181953
h	19	8	-2.62348449879899
g	19	9	-0.517123716665454
h	19	9	-1.75605618960535
g	19	10	-1.45511599220020
h	19	10	0.108768636694324
g	19	11	-2.96938824424355
h	19	11	1.75687006767439
g	19	12	-2.82992438913830
h	19	12	1.90615525998439
g	19	13	-0.515128554642005
h	19	13	-1.23091703276920
g	19	14	0.0511638531749154
h	19	14	0.0578261119995362
g	19	15	0.982481335760935
h	19	15	-0.146045126934338
g	19	16	0.428113591621309
h	19	16	-3.15734555180839
g	19	17	0.103564661423532
h	19	17	-0.0942027884675517
g	19	18	1.12210580074006
h	19	18	0.960207979901334
g	19	19	-1.63858163684906
h	19	19	0.854125910869677
g	20	0	3.87544058180094
g	20	1	3.58514763384669
h	20	1	1.18282779953130
g	20	2	-5.47164562207025
h	20	2	-1.66691107496737
g	20	3	-3.48481661296226
h	20	3	-1.10287255010138
g	20	4	2.09261043632330
h	20	4	-0.653754189671068
g	20	5	1.87663817216769
h	20	5	-0.338985479319295
g	20	6	-0.669648866698024
h	20	6	0.706918042502624
g	20	7	-1.58184935891160
h	20	7	0.858616447675537
g	20	8	1.31030247167253
h	20	8	2.66128574022140
g	20	9	0.537869350488962
h	20	9	1.69665663471857
g	20	10	0.981242413186469
h	20	10	1.27732049221648
g	20	11	2.90744476287980
h	20	11	-2.01199207952010
g	20	12	2.34448538796107
h	20	12	-0.0254932416810106
g	20	13	1.48710514130315
h	20	13	0.166204000951719
g	20	14	0.472767424599786
h	20	14	0.000412512228203795
g	20	15	-0.0505752374607375
h	20	15	0.925015982731556
g	20	16	0.272364093271075
h	20	16	1.93504669046460
g	20	17	0.576014004759373
h	20	17	1.51130257526430
g	20	18	0.689072143314181
h	20	18	0.468277009672329
g	20	19	1.00560720728146
h	20	19	-0.0380733743250816
g	20	20	-0.599201629368502
h	20	20	0.0746125203540459
g	21	0	-2.92352988275895
g	21	1	-3.38409725670810
h	21	1	0.707365882128037
g	21	2	2.07188422511270
h	21	2	1.77990286222279
g	21	3	4.44360239824141
h	21	3	-0.0638784906125023
g	21	4	0.529388970869352
h	21	4	0.887211483093984
g	21	5	-0.210282066956656
h	21	5	-0.621810223466981
g	21	6	0.0569270058048789
h	21	6	-1.10316623396095
g	21	7	0.779169927883328
h	21	7	0.961526079945032
g	21	8	-0.859578676584827
h	21	8	-0.563407486999673
g	21	9	-0.111887430277530
h	21	9	-0.709491524739694
g	21	10	1.15951056608455
h	21	10	-1.74575759058667
g	21	11	-0.0895836740276243
h	21	11	-0.585235002998742
g	21	12	-1.39019119807366
h	21	12	-0.176394563182826
g	21	13	-2.80892712485952
h	21	13	1.33765295931478
g	21	14	-1.16670350168456
h	21	14	0.454510508075915
g	21	15	-0.784570521764704
h	21	15	1.78404143819252
g	21	16	0.251340597650528
h	21	16	1.46866001456764
g	21	17	0.823356102767559
h	21	17	-1.91211062472993
g	21	18	-0.367220218256764
h	21	18	-2.15807976281426
g	21	19	-0.844963660606510
h	21	19	-1.05458732769569
g	21	20	-1.26546777452575
h	21	20	1.04774967499221
g	21	21	-1.35950906048974
h	21	21	2.51396622244426
g	22	0	0.659236308297175
g	22	1	3.57452979902559
h	22	1	-1.30363630726157
g	22	2	1.31625251725714
h	22	2	-0.946296849769721
g	22	3	-3.55765437771495
h	22	3	-0.580398141521251
g	22	4	-2.34561283434469
h	22	4	0.243071940018442
g	22	5	0.195072305843663
h	22	5	1.07686820087792
g	22	6	0.586185761763780
h	22	6	-0.609187686022598
g	22	7	-0.425941217042467
h	22	7	-0.704117008042813
g	22	8	-0.702127599378785
h	22	8	0.149917653373795
g	22	9	0.960916555242127
h	22	9	1.35968576609455
g	22	10	-1.65132978062277
h	22	10	2.44235685292588
g	22	11	-1.39358700630442
h	22	11	2.57796477937530
g	22	12	1.09026473446275
h	22	12	-0.690631133972770
g	22	13	1.88517393446861
h	22	13	-1.71709845069296
g	22	14	0.999464027432398
h	22	14	-0.364180364073401
g	22	15	-0.695388865488788
h	22	15	-2.40849395956325
g	22	16	-2.09640693752957
h	22	16	-1.04869500631155
g	22	17	-0.501498247339672
h	22	17	0.586087910729732
g	22	18	0.603881224010489
h	22	18	0.961718695170346
g	22	19	0.559599646089458
h	22	19	1.94157762614701
g	22	20	1.09204101856170
h	22	20	-0.591364052141834
g	22	21	0.313762193422892
h	22	21	-1.63509467168922
g	22	22	1.33155369249297
h	22	22	0.0955393352374824
g	23	0	2.07096349954683
g	23	1	-4.89651112315958
h	23	1	-0.673202991280767
g	23	2	-2.76231329234896
h	23	2	-1.04568283563098
g	23	3	2.97461551153687
h	23	3	1.41537571370552
g	23	4	1.83250752198993
h	23	4	0.841405807680444
g	23	5	-1.15597567471304
h	23	5	0.753581560050337
g	23	6	-0.740325381460845
h	23	6	1.59123180210169
g	23	7	0.373899399341298
h	23	7	-0.183882808194777
g	23	8	1.56815940450285
h	23	8	-0.133131418834841
g	23	9	-1.27287785412543
h	23	9	-1.61546412099836
g	23	10	-1.53568800912928
h	23	10	-0.558012792648660
g	23	11	1.32015494103188
h	23	11	-1.64270880812192
g	23	12	0.0814609516625869
h	23	12	1.47771819988907
g	23	13	-1.37042834927496
h	23	13	0.499206103219257
g	23	14	-1.71830939923609
h	23	14	0.0875057801922774
g	23	15	1.49363313740397
h	23	15	0.584353167665015
g	23	16	1.67367283788376
h	23	16	0.824362199748402
g	23	17	0.852194650231437
h	23	17	1.91649115412466
g	23	18	0.998388250128465
h	23	18	0.425517404263993
g	23	19	-0.631802143446711
h	23	19	-1.58367812069443
g	23	20	0.281351361437637
h	23	20	-1.32454833769596
g	23	21	-1.42084621111365
h	23	21	-0.249393311028798
g	23	22	-1.37201511758507
h	23	22	2.48768610196209
g	23	23	0.733431776430293
h	23	23	1.21216847394633
g	24	0	-1.41241110915691
g	24	1	3.01737369852308
h	24	1	2.04589334646661
g	24	2	1.80173833163891
h	24	2	0.622888238629882
g	24	3	-1.31136476284521
h	24	3	-2.54870142161052
g	24	4	-1.17306926161033
h	24	4	-2.63197636740753
g	24	5	-0.304932477140120
h	24	5	-1.50583642934811
g	24	6	-0.531439674903956
h	24	6	-0.709868025162442
g	24	7	-0.887270862095464
h	24	7	-0.297136472723390
g	24	8	-0.929836922347376
h	24	8	0.349610529511167
g	24	9	0.725893784807519
h	24	9	1.36419405730844
g	24	10	2.53131307286269
h	24	10	-0.987422075255475
g	24	11	-1.14517786163080
h	24	11	0.279610570368996
g	24	12	-1.72808024999405
h	24	12	0.497117762222451
g	24	13	1.07668706562160
h	24	13	-0.569970844768652
g	24	14	2.26448915999657
h	24	14	-0.722809430993713
g	24	15	-0.269513477990214
h	24	15	0.608394351170245
g	24	16	-1.27105126256641
h	24	16	-1.63019691884861
g	24	17	-2.00200106924581
h	24	17	-2.31453350654590
g	24	18	-1.61250320013289
h	24	18	-1.38661408346186
g	24	19	-1.22324386715789
h	24	19	0.304994033303041
g	24	20	-0.375119357813090
h	24	20	1.81809200324707
g	24	21	0.534062090602770
h	24	21	0.235558257723932
g	24	22	1.95686819627390
h	24	22	-3.19929309902692
g	24	23	1.68087890172604
h	24	23	-1.19844010846899
g	24	24	1.76649241873612
h	24	24	0.0710496579020768
g	25	0	1.47341582613316
g	25	1	0.266340113069892
h	25	1	-0.583897713896080
g	25	2	-1.46960115155183
h	25	2	-0.369661384972318
g	25	3	-0.679660969707487
h	25	3	0.112568328836431
g	25	4	2.69306462358906
h	25	4	0.0692777004573457
g	25	5	1.35752979742375
h	25	5	0.378017668412543
g	25	6	-0.0685298572859291
h	25	6	-0.0251698362322741
g	25	7	0.126441662736574
h	25	7	1.64840535397586
g	25	8	-0.522606472621390
h	25	8	0.853306763521866
g	25	9	0.190082932747464
h	25	9	-0.546119508866817
g	25	10	-0.286270247408042
h	25	10	-0.121556594676203
g	25	11	-0.178562873566791
h	25	11	0.785831222141025
g	25	12	0.0452111168839173
h	25	12	-1.00863981627224
g	25	13	-0.853178122152741
h	25	13	-0.144930989250632
g	25	14	-2.27886622399202
h	25	14	0.445126821445650
g	25	15	-2.37153553605057
h	25	15	-0.473111934059760
g	25	16	1.11201862882953
h	25	16	2.26557608755725
g	25	17	2.52257290763756
h	25	17	1.89849098872905
g	25	18	0.834714098891537
h	25	18	1.30524243693938
g	25	19	1.18920653945715
h	25	19	0.365456821346612
g	25	20	-1.13789070434561
h	25	20	-2.96141547087932
g	25	21	-0.888685036809624
h	25	21	-1.24797181737985
g	25	22	-0.214265498325399
h	25	22	1.32211468368434
g	25	23	-2.25562068878156
h	25	23	1.10210645547529
g	25	24	-0.252699805839475
h	25	24	0.637022243604726
g	25	25	0.124138638029608
h	25	25	-1.84206176903060
g	26	0	-0.605642046076520
g	26	1	-0.245421389562730
h	26	1	-0.748555392077616
g	26	2	2.31754677250712
h	26	2	0.712941295533849
g	26	3	0.866020966336412
h	26	3	1.54820307217190
g	26	4	-2.79129035582501
h	26	4	0.482548299380829
g	26	5	-0.446626309451689
h	26	5	0.0961992544734127
g	26	6	0.182857722431784
h	26	6	-0.443196218763850
g	26	7	-0.100628342439914
h	26	7	-1.60959404487544
g	26	8	-0.532856919341429
h	26	8	-2.40841937516102
g	26	9	-2.42964904424283
h	26	9	-0.877623106487527
g	26	10	-1.59701858282479
h	26	10	1.83928186892040
g	26	11	2.43006537747142
h	26	11	-0.502912431762820
g	26	12	1.00652231979689
h	26	12	-0.0114847502119601
g	26	13	-0.188840219811782
h	26	13	0.235129878115188
g	26	14	1.09970450327543
h	26	14	0.00265019801165285
g	26	15	3.55228349975607
h	26	15	-1.57057627228437
g	26	16	0.0574212204029268
h	26	16	-0.652448983080904
g	26	17	-0.807727061298444
h	26	17	-0.107268039048898
g	26	18	0.275646380644820
h	26	18	-0.890555538547838
g	26	19	-1.01833664356200
h	26	19	-1.17554916065578
g	26	20	-0.313770014197277
h	26	20	-1.00289441278960
g	26	21	0.0934177370405958
h	26	21	-0.125806217468883
g	26	22	0.775048101172150
h	26	22	0.210746280944724
g	26	23	1.77027385302568
h	26	23	-0.624204839660722
g	26	24	1.64611304692989
h	26	24	0.0582937964023586
g	26	25	2.28580813155780
h	26	25	0.963709821944269
g	26	26	-0.100677787492431
h	26	26	-1.11464847330678
g	27	0	0.982235118813864
g	27	1	0.0288104648498695
h	27	1	1.21939325203547
g	27	2	-2.01697434516238
h	27	2	-1.68282709716938
g	27	3	0.0579291581187056
h	27	3	-0.687273963140335
g	27	4	0.0951440869803596
h	27	4	0.341181393535697
g	27	5	0.647152331518292
h	27	5	-0.661644502836948
g	27	6	0.512572428287015
h	27	6	-0.710540156965570
g	27	7	0.870708595163047
h	27	7	0.230098293327828
g	27	8	1.68148072881492
h	27	8	2.14911546068854
g	27	9	0.338847239387386
h	27	9	1.25241896369205
g	27	10	-0.612219847359603
h	27	10	-1.43155089357819
g	27	11	-1.75232281394335
h	27	11	-1.55203250721833
g	27	12	1.18890978556892
h	27	12	0.340129269496164
g	27	13	1.10410397519854
h	27	13	0.768658740767777
g	27	14	-0.339722738790274
h	27	14	0.349877096538541
g	27	15	-2.05771285231746
h	27	15	0.769828891459063
g	27	16	-2.41554508353766
h	27	16	0.212515218111822
g	27	17	-2.02690568583524
h	27	17	0.666694575473399
g	27	18	-0.766837549835656
h	27	18	0.454597076832374
g	27	19	-0.843315904306496
h	27	19	2.80409682693974
g	27	20	0.714209155028068
h	27	20	2.38877199695391
g	27	21	0.186232879988414
h	27	21	-2.48653243864361
g	27	22	-0.171194290401346
h	27	22	-2.10959642532692
g	27	23	-0.0854244480047562
h	27	23	-0.835467948108291
g	27	24	-2.79561543983845
h	27	24	1.50547179373026
g	27	25	-2.13771713808573
h	27	25	0.716203396483139
g	27	26	-0.108738189632307
h	27	26	-1.14173501288654
g	27	27	0.0547870487908895
h	27	27	-1.94843537190171
g	28	0	-1.03405065343348
g	28	1	0.508023998163499
h	28	1	-0.211110996530191
g	28	2	1.21880218985748
h	28	2	0.369579854797149
g	28	3	1.28535369148438
h	28	3	-0.678795521187654
g	28	4	0.981532721035682
h	28	4	-0.473444494129237
g	28	5	-1.42979324685843
h	28	5	-0.528763161228832
g	28	6	0.269413550708440
h	28	6	0.507371958204094
g	28	7	0.410753479456310
h	28	7	0.157383662185067
g	28	8	-0.837108279467257
h	28	8	-0.408782158005007
g	28	9	1.57812014929637
h	28	9	-1.12761178491239
g	28	10	1.74836202454096
h	28	10	0.325911669984079
g	28	11	-1.58368752758621
h	28	11	2.16425583064238
g	28	12	-1.53175322336468
h	28	12	-0.124031720097016
g	28	13	-0.886340676735560
h	28	13	-0.835385393972184
g	28	14	-0.856805115131545
h	28	14	-0.430136112116695
g	28	15	1.59653347372557
h	28	15	0.0703763890216994
g	28	16	3.19472600763130
h	28	16	-0.399403500216637
g	28	17	1.28992499586277
h	28	17	-2.26679978777205
g	28	18	0.237197982024361
h	28	18	-0.316764579714814
g	28	19	2.15481686124523
h	28	19	-1.62671074829251
g	28	20	1.21099894404380
h	28	20	-1.52488306725692
g	28	21	0.949885909065752
h	28	21	1.39274686017489
g	28	22	1.64846287605148
h	28	22	1.47210741995693
g	28	23	0.586308634765444
h	28	23	1.19828060444757
g	28	24	1.50968509736680
h	28	24	-0.306321250182168
g	28	25	1.76152391953595
h	28	25	-0.938463450977402
g	28	26	0.507631463344267
h	28	26	3.52407484799385
g	28	27	-1.14666762043080
h	28	27	1.24145872410266
g	28	28	-0.654031010770619
h	28	28	-0.652516275637375
g	29	0	0.161664147442464
g	29	1	-1.11101198429302
h	29	1	-0.201097296670945
g	29	2	-0.494926134008518
h	29	2	3.04715792598952
g	29	3	-1.52881681656990
h	29	3	0.276266772249843
g	29	4	1.28305452084012
h	29	4	-0.421271070813946
g	29	5	1.12844565925100
h	29	5	1.02224070404183
g	29	6	-1.93196902438597
h	29	6	-0.382272474422882
g	29	7	-1.76947269059005
h	29	7	-0.473498060039792
g	29	8	-0.778846745730390
h	29	8	-0.206740086504168
g	29	9	-0.174453337563498
h	29	9	1.60983405243878
g	29	10	0.697844736735112
h	29	10	1.60002941191332
g	29	11	0.484398902406824
h	29	11	-0.596666840152378
g	29	12	-1.45595843101101
h	29	12	-1.20221585593553
g	29	13	0.661634045627458
h	29	13	0.706309574851542
g	29	14	0.562656709672082
h	29	14	1.33776886286727
g	29	15	-1.15362537969073
h	29	15	-0.312031938084607
g	29	16	-2.38490564085069
h	29	16	-0.197543902974779
g	29	17	-0.0670284473667391
h	29	17	0.876243039992151
g	29	18	-0.0141396514658193
h	29	18	0.897945866031503
g	29	19	-1.58755116252434
h	29	19	-1.00504993507849
g	29	20	-2.36384607436464
h	29	20	0.591276814625970
g	29	21	-2.16452734451099
h	29	21	2.08747623072727
g	29	22	0.241510149185653
h	29	22	0.450796670655920
g	29	23	-0.0109703137249688
h	29	23	-1.35931673278998
g	29	24	1.86868748566346
h	29	24	0.140622287406751
g	29	25	-1.24781276752044
h	29	25	-0.775036940502527
g	29	26	-1.37061275764166
h	29	26	-0.771165455424386
g	29	27	0.939835980647098
h	29	27	-0.197884783115989
g	29	28	-0.768526308681251
h	29	28	-1.63966892054939
g	29	29	-0.198522540651432
h	29	29	-0.00233812729097710
g	30	0	-0.485559926642549
g	30	1	0.000884115656243888
h	30	1	0.0723055170639674
g	30	2	0.0304940642615366
h	30	2	-1.91563844720536
g	30	3	-0.213418918613311
h	30	3	0.539381980410845
g	30	4	-1.22254364468070
h	30	4	0.106382008710939
g	30	5	-0.0723461154186689
h	30	5	-0.456980138519402
g	30	6	0.0217745855766452
h	30	6	-0.638780594185257
g	30	7	1.08137816939520
h	30	7	-0.598353351300915
g	30	8	1.80152172437940
h	30	8	-0.544363931924533
g	30	9	-1.57808957114501
h	30	9	-1.53619043051112
g	30	10	-1.84860881980192
h	30	10	-1.55517775806181
g	30	11	0.444176411866482
h	30	11	-0.235527284350804
g	30	12	1.38523882846229
h	30	12	1.59393433001684
g	30	13	-0.557894136787374
h	30	13	-0.275867264709607
g	30	14	0.0535835142528118
h	30	14	-1.94842370563841
g	30	15	0.514470546448520
h	30	15	-1.13238709449969
g	30	16	1.64910230382102
h	30	16	1.28153033944131
g	30	17	0.999984292267488
h	30	17	1.02856452646813
g	30	18	0.187709875699042
h	30	18	-1.48164905188763
g	30	19	0.486171682189728
h	30	19	-0.138678316945553
g	30	20	3.64451169679999
h	30	20	-0.105987679121164
g	30	21	0.880886010372925
h	30	21	-0.608525735822978
g	30	22	0.792024740779436
h	30	22	1.59856522223409
g	30	23	-0.316453975538499
h	30	23	3.25665014727308
g	30	24	-1.35243651773334
h	30	24	1.75989646352106
g	30	25	0.591686741439738
h	30	25	1.82022494370726
g	30	26	0.278582565306649
h	30	26	-0.613464474701590
g	30	27	0.470171158065429
h	30	27	-0.354282277125951
g	30	28	-0.444923162480001
h	30	28	1.89800152216822
g	30	29	-0.866245974577820
h	30	29	0.909343909791035
g	30	30	1.55723792488866
h	30	30	1.14540063923485
g	31	0	2.10695306132070
