g	1	0	-1.10355204011505
g	1	1	-0.285049075894446
h	1	1	-0.176772420437535
g	2	0	0.0520221836660636
g	2	1	1.05922875914565
h	2	1	0.0840080794828645
g	2	2	1.04781815405697
h	2	2	0.889939265285008
g	3	0	0.528941154188314
g	3	1	-0.590178419236038
h	3	1	0.176473903916413
g	3	2	-0.783252981026182
h	3	2	-0.873088281071669
g	3	3	-0.952194027009295
h	3	3	-0.221023007189354
g	4	0	-0.909502324760453
g	4	1	-0.805214537774817
h	4	1	-1.43237714518482
g	4	2	0.115580982815036
h	4	2	-0.869623513395233
g	4	3	2.16702753211269
h	4	3	0.406644253243541
g	4	4	0.665974345254472
h	4	4	0.750395629844769
g	5	0	0.521849045149862
g	5	1	0.211260337820310
h	5	1	1.76149017674431
g	5	2	0.442377419697977
h	5	2	0.998713982505663
g	5	3	-0.182506987663077
h	5	3	-1.23653354967814
g	5	4	0.491747216571001
h	5	4	-0.915848482425413
g	5	5	0.565727108093227
h	5	5	-1.01989105653988
g	6	0	-1.14685485716608
g	6	1	-0.216510649447554
h	6	1	-0.827691144149910
g	6	2	0.0241945366044384
h	6	2	-0.0639276209467913
g	6	3	-1.75102813642970
h	6	3	0.104901853558110
g	6	4	0.479032833381199
h	6	4	0.703612446020483
g	6	5	0.300211052421905
h	6	5	1.30468541911308
g	6	6	-0.961831685124304
h	6	6	0.204100038085452
g	7	0	1.02082122469680
g	7	1	1.26826696825270
h	7	1	-0.594437482205070
g	7	2	-0.706554838834775
h	7	2	0.492857654333759
g	7	3	0.509822391785122
h	7	3	0.775275322229282
g	7	4	0.204438976823124
h	7	4	-0.254421186712508
g	7	5	0.607323890459472
h	7	5	0.285095629035225
g	7	6	1.11657926340890
h	7	6	-0.231246226835494
g	7	7	1.38326593156122
h	7	7	-0.735805617766352
g	8	0	-0.816298571136337
g	8	1	-3.17686390929597
h	8	1	-0.311790296837432
g	8	2	0.811492612337761
h	8	2	-1.96409786577968
g	8	3	1.38529315206049
h	8	3	-0.956663626220681
g	8	4	-0.740147326307984
h	8	4	-0.755939913461806
g	8	5	-0.828644403952855
h	8	5	-0.331052000325154
g	8	6	-0.957785749973357
h	8	6	1.96366065054370
g	8	7	-2.09767753410973
h	8	7	1.07649526248208
g	8	8	-0.951608417724064
h	8	8	-0.380346570337942
g	9	0	-0.810744192337563
g	9	1	3.06718536195882
h	9	1	0.847213490830193
g	9	2	1.48223633467294
h	9	2	1.74961324835565
g	9	3	-1.59949001533555
h	9	3	0.790421064663220
g	9	4	-0.349347928414951
h	9	4	0.189780002957471
g	9	5	0.750187779690294
h	9	5	-0.0551945413192376
g	9	6	0.772646981597707
h	9	6	-0.343160055729607
g	9	7	0.464582284500303
h	9	7	-0.703304005770710
g	9	8	0.569356230061920
h	9	8	0.170956500487327
g	9	9	1.47130643493830
h	9	9	-0.815059879602146
g	10	0	2.55427432058960
g	10	1	-0.340154464640029
h	10	1	-0.211845483734718
g	10	2	-4.09531412079143
h	10	2	-0.734542134178755
g	10	3	-0.668400659119246
h	10	3	-1.19964729679864
g	10	4	1.69448329379545
h	10	4	0.0768256014168898
g	10	5	0.682120374245384
h	10	5	-0.447560851899667
g	10	6	-0.343300858766738
h	10	6	-1.63253648065844
g	10	7	-0.0836497783769195
h	10	7	0.441557451196316
g	10	8	-0.860916482551527
h	10	8	0.677000322577065
g	10	9	-1.76947178368482
h	10	9	0.519366431913720
g	10	10	-0.752500611664280
h	10	10	0.449705681290258
g	11	0	-2.22841234434757
g	11	1	-2.11346115843457
h	11	1	-0.465920963475229
g	11	2	2.98852453130315
h	11	2	-0.342713624972494
g	11	3	2.44394470020357
h	11	3	0.570488643402428
g	11	4	-1.05981820012332
h	11	4	0.441626279161865
g	11	5	-2.04094037919639
h	11	5	0.946414431574829
g	11	6	-0.418891790938530
h	11	6	1.40918046473001
g	11	7	0.200440270416506
h	11	7	0.580421132390607
g	11	8	0.466139624272793
h	11	8	-0.495097783397754
g	11	9	0.470180390476087
h	11	9	0.141270914895111
g	11	10	0.898973013866313
h	11	10	-1.75381888930377
g	11	11	1.06272172405686
h	11	11	-1.43811290039055
g	12	0	0.874060079211729
g	12	1	3.27509300384121
h	12	1	0.287352839526601
g	12	2	-0.100280501076757
h	12	2	-0.758272509288922
g	12	3	-2.12303619408373
h	12	3	-0.487968937513275
g	12	4	-1.74052574946231
h	12	4	-0.948385203473027
g	12	5	0.654290708734520
h	12	5	-0.829052286647973
g	12	6	1.24579299689403
h	12	6	-0.376816152940080
g	12	7	-0.0855816290467074
h	12	7	-0.923988561511605
g	12	8	-0.0938175000162331
h	12	8	-0.595935144246107
g	12	9	0.852412150555977
h	12	9	-0.136736521836847
g	12	10	-1.41844523438937
h	12	10	2.02299444425344
g	12	11	-2.38619516460742
h	12	11	1.35592183665824
g	12	12	-3.17279995068567
h	12	12	1.07490507822062
g	13	0	0.0426970320620996
g	13	1	-2.90986698841147
h	13	1	-0.0376840321680405
g	13	2	-2.19645235713086
h	13	2	1.84164630343597
g	13	3	2.19922231082077
h	13	3	0.468468022497036
g	13	4	3.68048146824911
h	13	4	-0.436285472333934
g	13	5	1.26118655069916
h	13	5	-0.610393153656244
g	13	6	-0.327065044634456
h	13	6	0.0667998701899777
g	13	7	-0.584760457522765
h	13	7	0.759271809384988
g	13	8	0.0564109519549409
h	13	8	0.0617450607200593
g	13	9	0.131409937205864
h	13	9	1.23858347577767
g	13	10	1.02987455329126
h	13	10	0.305496682314685
g	13	11	2.31560865954022
h	13	11	-1.62896223736581
g	13	12	2.16822190226814
h	13	12	-1.79434323662707
g	13	13	-0.138303346939767
h	13	13	-1.36674451959598
g	14	0	-2.40519599984105
g	14	1	0.596802887801181
h	14	1	0.436295012979235
g	14	2	2.79669333565684
h	14	2	-0.411220552670401
g	14	3	-0.977885246972252
h	14	3	-1.30847570290068
g	14	4	-2.21214383873078
h	14	4	1.30817196161995
g	14	5	-1.95970201839940
h	14	5	1.15086363782472
g	14	6	-0.00810294759954458
h	14	6	-0.249787751004531
g	14	7	0.803322630443881
h	14	7	-0.556671353816320
g	14	8	0.450035737702867
h	14	8	0.164166415569306
g	14	9	0.307279279976632
h	14	9	-0.0439131965172429
g	14	10	1.12281324618268
h	14	10	0.425965729930050
g	14	11	-1.29368032989031
h	14	11	2.58915775780281
g	14	12	-1.83525533547964
h	14	12	0.516863406449855
g	14	13	-2.42189371028747
h	14	13	0.122063427708770
g	14	14	-1.54158735805387
h	14	14	-0.0284792663047369
g	15	0	3.79065432031455
g	15	1	0.413250702750400
h	15	1	-1.92484470679197
g	15	2	-2.94289820127377
h	15	2	-1.52237510749340
g	15	3	-1.77796904316132
h	15	3	1.36837825744583
g	15	4	0.507951366463195
h	15	4	0.383107243286652
g	15	5	2.06680161733206
h	15	5	-0.341486125220592
g	15	6	0.150063418432137
h	15	6	-0.356044410117755
g	15	7	-0.268452243064483
h	15	7	0.962733742020234
g	15	8	-1.04912061917388
h	15	8	0.695467107778126
g	15	9	-1.17024279614782
h	15	9	-0.440947367482091
g	15	10	-1.13783800024454
h	15	10	0.410950409116991
g	15	11	-0.355585368159100
h	15	11	0.132765540177553
g	15	12	0.703739094901185
h	15	12	0.106483294407397
g	15	13	2.54743502665745
h	15	13	-0.00468554459991161
g	15	14	1.84665665736080
h	15	14	-0.839595836128566
g	15	15	0.605021966221776
h	15	15	0.281408118222168
g	16	0	-2.56941321796919
g	16	1	-3.28309782187132
h	16	1	1.17638018352080
g	16	2	2.05901857445743
h	16	2	0.886921537251970
g	16	3	3.87906791253035
h	16	3	-0.409244983925441
g	16	4	-0.0621734831020694
h	16	4	-2.09902073066732
g	16	5	-1.56706530473925
h	16	5	0.420277098345842
g	16	6	-0.780042954983532
h	16	6	1.78659826619436
g	16	7	-0.566280634849706
h	16	7	-0.766433387822147
g	16	8	0.558375579346143
h	16	8	-1.64502120553481
g	16	9	0.481921100890007
h	16	9	-1.20289553177253
g	16	10	1.05974727081124
h	16	10	-2.06362711045775
g	16	11	1.25380988890732
h	16	11	-2.04045323009434
g	16	12	0.458545201853973
h	16	12	0.701380142273960
g	16	13	0.131478788418502
h	16	13	0.523563031936505
g	16	14	-2.18806084554145
h	16	14	-0.345084634922457
g	16	15	-0.955248639431326
h	16	15	-0.414078008578586
g	16	16	0.248072280959323
h	16	16	-2.93425038823097
g	17	0	-1.57100075686987
g	17	1	5.63074630993087
h	17	1	1.00819496909209
g	17	2	0.362432449256007
h	17	2	-0.189023827739694
